Año,Departamento,Producto,Area (ha),Produccion (ton),Rendimiento (ha/ton),Produccion Nacional (ton),Area Nacional (ha)
2012,MAGDALENA,PLATANO,"2,764.00","19,696.50",7.13,0.64,0.73
2012,META,PLATANO,"13,781.00","216,727.00",15.73,7.03,3.62
2012,NARIÑO,PLATANO,"26,740.00","163,063.40",6.10,5.29,7.03
2012,NORTE DE SANTANDER,PLATANO,"13,292.00","80,919.75",6.09,2.62,3.49
2012,PUTUMAYO,PLATANO,"5,294.00","39,709.00",7.50,1.29,1.39
2012,QUINDIO,PLATANO,"23,590.08","221,928.81",9.41,7.20,6.20
2012,RISARALDA,PLATANO,"20,238.78","173,361.33",8.57,5.62,5.32
2012,SAN ANDRES Y PROVIDENCIA,PLATANO,0.41,1.64,4.00,0.00,0.00
2012,SANTANDER,PLATANO,"12,217.00","116,511.47",9.54,3.78,3.21
2012,SUCRE,PLATANO,"1,204.75","6,834.07",5.67,0.22,0.32
2012,TOLIMA,PLATANO,"21,486.00","157,102.60",7.31,5.09,5.65
2012,VALLE DEL CAUCA,PLATANO,"22,863.42","197,912.48",8.66,6.42,6.01
2012,VAUPES,PLATANO,66.00,353.00,5.35,0.01,0.02
2012,VICHADA,PLATANO,422.00,"2,261.00",5.36,0.07,0.11
2013,AMAZONAS,PLATANO,128.00,464.00,3.63,0.01,0.03
2013,ANTIOQUIA,PLATANO,"41,111.95","284,639.85",6.92,8.85,10.79
2013,ARAUCA,PLATANO,"27,525.00","385,192.50",13.99,11.98,7.22
2013,ATLANTICO,PLATANO,560.00,"3,819.00",6.82,0.12,0.15
2013,BOLIVAR,PLATANO,"5,019.00","40,822.88",8.13,1.27,1.32
2013,BOYACA,PLATANO,"4,923.50","40,781.40",8.28,1.27,1.29
2013,CALDAS,PLATANO,"20,510.43","227,889.05",11.11,7.09,5.38
2013,CAQUETA,PLATANO,"11,168.00","68,070.00",6.10,2.12,2.93
2013,CASANARE,PLATANO,"2,637.59","27,070.42",10.26,0.84,0.69
2013,CAUCA,PLATANO,"14,037.77","98,524.84",7.02,3.06,3.68
2013,CESAR,PLATANO,"3,215.00","20,287.10",6.31,0.63,0.84
2013,CHOCO,PLATANO,"17,525.00","142,272.50",8.12,4.43,4.60
2013,CORDOBA,PLATANO,"26,037.85","229,843.50",8.83,7.15,6.83
2013,CUNDINAMARCA,PLATANO,"7,748.61","54,281.90",7.01,1.69,2.03
2013,GUAINIA,PLATANO,320.00,"2,176.00",6.80,0.07,0.08
2013,GUAVIARE,PLATANO,"4,222.00","23,304.00",5.52,0.72,1.11
2013,HUILA,PLATANO,"25,506.00","87,484.17",3.43,2.72,6.69
2013,LA GUAJIRA,PLATANO,"1,750.00","9,156.50",5.23,0.28,0.46
2013,MAGDALENA,PLATANO,"2,929.00","20,800.50",7.10,0.65,0.77
2013,META,PLATANO,"15,157.00","244,435.00",16.13,7.60,3.98
2013,NARIÑO,PLATANO,"26,026.00","162,459.70",6.24,5.05,6.83
2013,NORTE DE SANTANDER,PLATANO,"13,428.50","82,176.65",6.12,2.56,3.52
2013,PUTUMAYO,PLATANO,"5,005.00","37,583.81",7.51,1.17,1.31
2013,QUINDIO,PLATANO,"22,954.75","235,261.62",10.25,7.32,6.02
2013,RISARALDA,PLATANO,"19,531.10","165,629.73",8.48,5.15,5.13
2013,SAN ANDRES Y PROVIDENCIA,PLATANO,0.15,0.75,5.00,0.00,0.00
2013,SANTANDER,PLATANO,"13,733.30","122,465.51",8.92,3.81,3.60
2013,SUCRE,PLATANO,"1,642.10","9,108.85",5.55,0.28,0.43
2013,TOLIMA,PLATANO,"20,151.50","160,189.63",7.95,4.98,5.29
2013,VALLE DEL CAUCA,PLATANO,"26,081.15","226,367.12",8.68,7.04,6.84
2013,VAUPES,PLATANO,51.00,315.00,6.18,0.01,0.01
2013,VICHADA,PLATANO,405.25,"1,892.05",4.67,0.06,0.11
2014,AMAZONAS,PLATANO,80.00,280.00,3.50,0.01,0.02
2014,ANTIOQUIA,PLATANO,"45,718.80","330,658.38",7.23,9.84,11.83
2014,ARAUCA,PLATANO,"27,984.00","408,700.00",14.60,12.16,7.24
2014,ATLANTICO,PLATANO,406.00,"3,206.00",7.90,0.10,0.11
2014,BOLIVAR,PLATANO,"4,720.00","37,907.00",8.03,1.13,1.22
2014,BOYACA,PLATANO,"4,471.00","38,245.90",8.55,1.14,1.16
2014,CALDAS,PLATANO,"20,196.00","217,261.00",10.76,6.46,5.22
2014,CAQUETA,PLATANO,"10,307.00","61,913.40",6.01,1.84,2.67
2014,CASANARE,PLATANO,"1,799.00","19,238.00",10.69,0.57,0.47
2014,CAUCA,PLATANO,"14,173.08","88,550.61",6.25,2.63,3.67
2014,CESAR,PLATANO,"3,261.00","19,836.00",6.08,0.59,0.84
2014,CHOCO,PLATANO,"20,735.00","203,319.00",9.81,6.05,5.36
2014,CORDOBA,PLATANO,"26,141.00","232,200.95",8.88,6.91,6.76
2014,CUNDINAMARCA,PLATANO,"7,413.50","59,481.45",8.02,1.77,1.92
2014,GUAINIA,PLATANO,450.00,"4,240.00",9.42,0.13,0.12
2014,GUAVIARE,PLATANO,"2,602.00","19,158.00",7.36,0.57,0.67
2014,HUILA,PLATANO,"25,261.92","87,676.89",3.47,2.61,6.53
2014,LA GUAJIRA,PLATANO,"1,662.00","9,252.00",5.57,0.28,0.43
2014,MAGDALENA,PLATANO,"2,982.00","20,388.20",6.84,0.61,0.77
2014,META,PLATANO,"14,099.00","234,867.00",16.66,6.99,3.65
2014,NARIÑO,PLATANO,"25,465.00","143,794.10",5.65,4.28,6.59
2014,NORTE DE SANTANDER,PLATANO,"13,615.50","82,936.35",6.09,2.47,3.52
2014,PUTUMAYO,PLATANO,"5,806.00","39,228.50",6.76,1.17,1.50
2014,QUINDIO,PLATANO,"24,924.00","248,798.70",9.98,7.40,6.45
2014,RISARALDA,PLATANO,"18,540.50","172,914.20",9.33,5.15,4.80
2014,SAN ANDRES Y PROVIDENCIA,PLATANO,5.40,27.00,5.00,0.00,0.00
2014,SANTANDER,PLATANO,"13,498.20","130,529.70",9.67,3.88,3.49
2014,SUCRE,PLATANO,"1,407.40","6,881.10",4.89,0.20,0.36
2014,TOLIMA,PLATANO,"19,423.00","151,540.50",7.80,4.51,5.02
2014,VALLE DEL CAUCA,PLATANO,"29,004.10","285,428.40",9.84,8.49,7.50
2014,VAUPES,PLATANO,44.00,280.70,6.38,0.01,0.01
2014,VICHADA,PLATANO,412.25,"1,951.25",4.73,0.06,0.11
2015,AMAZONAS,PLATANO,270.00,"1,350.00",5.00,0.04,0.07
2015,ANTIOQUIA,PLATANO,"47,716.90","401,798.82",8.42,11.76,12.25
2015,ARAUCA,PLATANO,"29,197.00","428,048.00",14.66,12.53,7.49
2015,ATLANTICO,PLATANO,365.00,"3,719.00",10.19,0.11,0.09
2015,BOLIVAR,PLATANO,"5,448.00","28,767.50",5.28,0.84,1.40
2015,BOYACA,PLATANO,"3,694.00","31,743.65",8.59,0.93,0.95
2015,CALDAS,PLATANO,"18,990.20","223,741.72",11.78,6.55,4.87
2015,CAQUETA,PLATANO,"11,467.00","68,592.93",5.98,2.01,2.94
2015,CASANARE,PLATANO,"1,896.00","20,806.40",10.97,0.61,0.49
2015,CAUCA,PLATANO,"14,586.72","93,830.13",6.43,2.75,3.74
2015,CESAR,PLATANO,"3,483.00","21,538.00",6.18,0.63,0.89
2015,CHOCO,PLATANO,"22,644.00","198,569.50",8.77,5.81,5.81
2015,CORDOBA,PLATANO,"24,979.50","224,848.48",9.00,6.58,6.41
2015,CUNDINAMARCA,PLATANO,"7,439.31","69,506.52",9.34,2.03,1.91
2015,GUAINIA,PLATANO,350.00,"3,440.00",9.83,0.10,0.09
2015,GUAVIARE,PLATANO,"2,893.00","26,037.00",9.00,0.76,0.74
2015,HUILA,PLATANO,"25,213.75","77,431.02",3.07,2.27,6.47
2015,LA GUAJIRA,PLATANO,"1,489.00","7,880.00",5.29,0.23,0.38
2015,MAGDALENA,PLATANO,"2,912.00","19,520.20",6.70,0.57,0.75
2015,META,PLATANO,"15,009.00","256,197.00",17.07,7.50,3.85
2015,NARIÑO,PLATANO,"24,474.55","142,289.90",5.81,4.16,6.28
2015,NORTE DE SANTANDER,PLATANO,"11,806.00","71,606.25",6.07,2.10,3.03
2015,PUTUMAYO,PLATANO,"5,571.00","37,427.90",6.72,1.10,1.43
2015,QUINDIO,PLATANO,"23,339.00","232,961.50",9.98,6.82,5.99
2015,RISARALDA,PLATANO,"18,487.60","163,554.43",8.85,4.79,4.75
2015,SAN ANDRES Y PROVIDENCIA,PLATANO,5.40,27.00,5.00,0.00,0.00
2015,SANTANDER,PLATANO,"14,359.20","134,476.05",9.37,3.94,3.69
2015,SUCRE,PLATANO,"1,363.80","6,686.95",4.90,0.20,0.35
2015,TOLIMA,PLATANO,"20,449.00","154,855.72",7.57,4.53,5.25
2015,VALLE DEL CAUCA,PLATANO,"28,981.90","262,661.50",9.06,7.69,7.44
2015,VAUPES,PLATANO,66.00,389.00,5.89,0.01,0.02
2015,VICHADA,PLATANO,629.00,"3,097.50",4.92,0.09,0.16
2016,AMAZONAS,PLATANO,343.00,"1,715.00",5.00,0.05,0.09
2016,ANTIOQUIA,PLATANO,"42,232.60","345,613.21",8.18,9.11,10.59
2016,ARAUCA,PLATANO,"28,008.00","542,074.00",19.35,14.28,7.02
2016,ATLANTICO,PLATANO,275.00,"3,797.00",13.81,0.10,0.07
2016,BOLIVAR,PLATANO,"7,018.60","52,032.57",7.41,1.37,1.76
2016,BOYACA,PLATANO,"3,473.00","28,547.10",8.22,0.75,0.87
2016,CALDAS,PLATANO,"19,796.49","245,284.35",12.39,6.46,4.96
2016,CAQUETA,PLATANO,"13,304.00","82,203.00",6.18,2.17,3.34
2016,CASANARE,PLATANO,"2,090.00","26,205.65",12.54,0.69,0.52
2016,CAUCA,PLATANO,"20,639.20","92,185.15",4.47,2.43,5.17
2016,CESAR,PLATANO,"3,660.70","28,250.60",7.72,0.74,0.92
2016,CHOCO,PLATANO,"25,409.50","265,384.00",10.44,6.99,6.37
2016,CORDOBA,PLATANO,"26,760.90","257,634.74",9.63,6.79,6.71
2016,CUNDINAMARCA,PLATANO,"10,483.50","93,559.91",8.92,2.47,2.63
2016,GUAINIA,PLATANO,242.60,"1,698.20",7.00,0.04,0.06
2016,GUAVIARE,PLATANO,"2,892.00","34,704.00",12.00,0.91,0.73
2016,HUILA,PLATANO,"24,799.15","76,672.45",3.09,2.02,6.22
2016,LA GUAJIRA,PLATANO,"1,330.00","7,050.00",5.30,0.19,0.33
2016,MAGDALENA,PLATANO,"2,823.00","18,197.60",6.45,0.48,0.71
2016,META,PLATANO,"15,059.50","274,197.00",18.21,7.23,3.78
